10	0.1	0.34402334690093994	0.7164759635925293
10	0.01	0.34402334690093994	0.5903921127319336
10	0.001	0.34402334690093994	0.48432159423828125
10	0.0001	0.3381924331188202	0.558372974395752
10	1e-05	0.34402334690093994	0.49833202362060547
10	0.5	0.34402334690093994	0.4903275966644287
10	0.05	0.34402334690093994	0.6704435348510742
10	0.005	0.31778430938720703	0.485323429107666
10	0.0005	0.3206997215747833	1.0957276821136475
10	5e-05	0.31778430938720703	0.6404252052307129
20	0.1	0.34402334690093994	0.8265488147735596
20	0.01	0.34402334690093994	0.7344861030578613
20	0.001	0.3381924331188202	0.7464962005615234
20	0.0001	0.3381924331188202	0.5853869915008545
20	1e-05	0.31778430938720703	0.5363564491271973
20	0.5	0.34402334690093994	0.4953293800354004
20	0.05	0.34402334690093994	0.5403587818145752
20	0.005	0.3381924331188202	0.5283522605895996
20	0.0005	0.34402334690093994	0.5463628768920898
20	5e-05	0.34402334690093994	0.7494955062866211
30	0.1	0.34402334690093994	0.6414263248443604
30	0.01	0.34402334690093994	0.7494971752166748
30	0.001	0.3381924331188202	0.7625057697296143
30	0.0001	0.31778427958488464	0.6594383716583252
30	1e-05	0.31778427958488464	0.5283513069152832
30	0.5	0.34402334690093994	0.5343527793884277
30	0.05	0.34402334690093994	0.6604404449462891
30	0.005	0.6618075966835022	0.5913922786712646
30	0.0005	0.31778430938720703	0.6524338722229004
30	5e-05	0.3381924331188202	1.2648406028747559
40	0.1	0.34402334690093994	0.5353553295135498
40	0.01	0.34402334690093994	0.5183441638946533
40	0.001	0.661807656288147	0.6024003028869629
40	0.0001	0.34402334690093994	0.6814539432525635
40	1e-05	0.34402334690093994	0.7284820079803467
40	0.5	0.34402334690093994	1.0106720924377441
40	0.05	0.34402334690093994	0.8626866340637207
40	0.005	0.6822157502174377	1.0076689720153809
40	0.0005	0.34402334690093994	0.6494302749633789
40	5e-05	0.3381924331188202	0.5893914699554443
50	0.1	0.34402334690093994	0.7715127468109131
50	0.01	0.5131195783615112	0.6434268951416016
50	0.001	0.5131195783615112	0.5853879451751709
50	0.0001	0.3381924331188202	0.6064021587371826
50	1e-05	0.31778430938720703	0.5843877792358398
50	0.5	0.34402334690093994	0.5653743743896484
50	0.05	0.34402334690093994	0.8885891437530518
50	0.005	0.5131195187568665	0.580385684967041
50	0.0005	0.31778427958488464	0.6394224166870117
50	5e-05	0.4897959530353546	0.5933947563171387
60	0.1	0.34402334690093994	0.5643758773803711
60	0.01	0.5131195187568665	0.5603737831115723
60	0.001	0.5072886347770691	0.5803861618041992
60	0.0001	0.48688048124313354	0.6364223957061768
60	1e-05	0.34402334690093994	0.6244149208068848
60	0.5	0.34402334690093994	0.5693783760070801
60	0.05	0.34402334690093994	0.5773842334747314
60	0.005	0.6822157502174377	0.5733802318572998
60	0.0005	0.6822157502174377	0.5693783760070801
60	5e-05	0.3381924331188202	0.6974632740020752
70	0.1	0.34402334690093994	0.6814532279968262
70	0.01	0.6618075966835022	0.667443037033081
70	0.001	0.48688048124313354	0.5773825645446777
70	0.0001	0.34402334690093994	0.5943953990936279
70	1e-05	0.34402334690093994	0.7585039138793945
70	0.5	0.34402334690093994	0.6023998260498047
70	0.05	0.34402334690093994	0.6224126815795898
70	0.005	0.6618075966835022	0.5933928489685059
70	0.0005	0.6822157502174377	0.5903911590576172
70	5e-05	0.34402334690093994	0.5983977317810059
80	0.1	0.34402334690093994	0.9206123352050781
80	0.01	0.6822157502174377	0.6834547519683838
80	0.001	0.48688048124313354	0.6084027290344238
80	0.0001	0.3381924331188202	0.5803864002227783
80	1e-05	0.3381924331188202	0.5913922786712646
80	0.5	0.34402334690093994	0.5803852081298828
80	0.05	0.34402334690093994	0.5793759822845459
80	0.005	0.6822157502174377	0.5873918533325195
80	0.0005	0.31778427958488464	0.5963983535766602
80	5e-05	0.31778430938720703	0.669445276260376
90	0.1	0.34402334690093994	0.6074039936065674
90	0.01	0.5131195783615112	0.6214127540588379
90	0.001	0.6822157502174377	0.6054022312164307
90	0.0001	0.34402334690093994	0.6174094676971436
90	1e-05	0.3381924331188202	0.6114070415496826
90	0.5	0.34402334690093994	0.614408016204834
90	0.05	0.34402334690093994	0.6154112815856934
90	0.005	0.34402334690093994	0.614408016204834
90	0.0005	0.48688048124313354	0.6184103488922119
90	5e-05	0.3381924331188202	0.6084063053131104
100	0.1	0.34402334690093994	0.6254167556762695
100	0.01	0.661807656288147	0.6314196586608887
100	0.001	0.31778430938720703	0.6384248733520508
100	0.0001	0.6822157502174377	0.6384234428405762
100	1e-05	0.34402334690093994	0.7314887046813965
100	0.5	0.34402334690093994	0.7064688205718994
100	0.05	0.34402334690093994	0.7094712257385254
100	0.005	0.5131195783615112	0.6324203014373779
100	0.0005	0.31778430938720703	0.7194778919219971
100	5e-05	0.3381924331188202	0.642425537109375
110	0.1	0.34402334690093994	0.6634399890899658
110	0.01	0.8309038281440735	0.7414932250976562
110	0.001	0.661807656288147	0.6614389419555664
110	0.0001	0.3381924331188202	0.6834540367126465
110	1e-05	0.31778427958488464	0.7114734649658203
110	0.5	0.34402334690093994	0.6654417514801025
110	0.05	0.34402334690093994	0.7504987716674805
110	0.005	0.6822158098220825	0.6694431304931641
110	0.0005	0.6618075966835022	0.665442943572998
110	5e-05	0.3381924331188202	0.7454948425292969
120	0.1	0.34402334690093994	0.6754496097564697
120	0.01	0.34402334690093994	0.6814525127410889
120	0.001	0.8309038281440735	0.6774499416351318
120	0.0001	0.6559767127037048	0.8255484104156494
120	1e-05	0.31778430938720703	0.7024672031402588
120	0.5	0.34402334690093994	0.7314860820770264
120	0.05	0.34402334690093994	0.6884574890136719
120	0.005	0.661807656288147	0.6944611072540283
120	0.0005	0.851311981678009	0.6864557266235352
120	5e-05	0.3381924331188202	0.6994645595550537
130	0.1	0.34402334690093994	0.7114746570587158
130	0.01	0.34402334690093994	0.7715115547180176
130	0.001	0.34402334690093994	0.7104692459106445
130	0.0001	0.31778430938720703	0.7284839153289795
130	1e-05	0.31778427958488464	0.7244813442230225
130	0.5	0.34402334690093994	0.7094709873199463
130	0.05	0.34402334690093994	0.7194781303405762
130	0.005	0.6822157502174377	0.7354881763458252
130	0.0005	0.6822157502174377	0.7404923439025879
130	5e-05	0.34402334690093994	0.7394921779632568
140	0.1	0.34402334690093994	0.7394917011260986
140	0.01	0.6822157502174377	0.7504982948303223
140	0.001	0.34402334690093994	0.7645077705383301
140	0.0001	0.34402334690093994	0.7454960346221924
140	1e-05	0.3381924331188202	0.7454965114593506
140	0.5	0.34402334690093994	0.7545125484466553
140	0.05	0.34402334690093994	0.7585039138793945
140	0.005	0.6822157502174377	0.752500057220459
140	0.0005	0.6618075966835022	0.7444941997528076
140	5e-05	0.34402334690093994	0.7414917945861816
150	0.1	0.34402334690093994	0.7625069618225098
150	0.01	0.6822157502174377	0.7825191020965576
150	0.001	0.6822157502174377	0.7805194854736328
150	0.0001	0.31778427958488464	0.764507532119751
150	1e-05	0.31778427958488464	0.7965304851531982
150	0.5	0.34402334690093994	0.7745141983032227
150	0.05	0.34402334690093994	0.7865219116210938
150	0.005	0.6822157502174377	0.8035342693328857
150	0.0005	0.4927113950252533	0.7815213203430176
150	5e-05	0.34402334690093994	0.7945270538330078
160	0.1	0.34402334690093994	0.7845220565795898
160	0.01	0.6822157502174377	0.7815220355987549
160	0.001	0.6618075966835022	0.7795166969299316
160	0.0001	0.34402334690093994	0.797532320022583
160	1e-05	0.3381924331188202	0.7915260791778564
160	0.5	0.34402334690093994	0.7925264835357666
160	0.05	0.34402334690093994	0.7885236740112305
160	0.005	0.6822157502174377	0.7975292205810547
160	0.0005	0.6822157502174377	0.7935264110565186
160	5e-05	0.31778430938720703	0.802534818649292
170	0.1	0.34402334690093994	0.8345539569854736
170	0.01	0.5131195783615112	0.8485627174377441
170	0.001	0.851311981678009	0.8475615978240967
170	0.0001	0.3381924331188202	0.8515665531158447
170	1e-05	0.34402334690093994	0.8255481719970703
170	0.5	0.34402334690093994	0.8835859298706055
170	0.05	0.34402334690093994	0.8285501003265381
170	0.005	0.6822157502174377	0.8345544338226318
170	0.0005	0.6822157502174377	0.8925938606262207
170	5e-05	0.31778430938720703	0.8425600528717041
180	0.1	0.34402334690093994	0.8415584564208984
180	0.01	0.5131195187568665	0.8725805282592773
180	0.001	0.8309038281440735	0.8735799789428711
180	0.0001	0.34402334690093994	0.8815858364105225
180	1e-05	0.34402334690093994	0.861572265625
180	0.5	0.34402334690093994	0.8725805282592773
180	0.05	0.34402334690093994	0.8565683364868164
180	0.005	0.6822157502174377	0.8765819072723389
180	0.0005	0.31778430938720703	0.867577075958252
180	5e-05	0.31778430938720703	0.886589527130127
190	0.1	0.34402334690093994	0.9486300945281982
190	0.01	0.661807656288147	0.8885893821716309
190	0.001	0.8309038281440735	0.9256141185760498
